typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20240101","2024","52","2024","398","KAZ","Kazakhstan","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","644245","false","5","u","644245","false","238551.05","false","0","false",,"5378346.58","5378346.58","0","false","true",
"C","A","20240101","2024","52","2024","404","KEN","Kenya","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","8110.5","false","5","u","8110.5","false","67318.635","false","0","false",,"1244754.231","1244754.231","0","false","true",
"C","A","20240101","2024","52","2024","410","KOR","Rep. of Korea","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"5417432812","5417432812","0","false","true",
"C","A","20240101","2024","52","2024","417","KGZ","Kyrgyzstan","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"3310","3310","0","false","true",
"C","A","20240101","2024","52","2024","422","LBN","Lebanon","X","Export","0","W00","World","0","W00","World","H5","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","29225.6","true","0","false",,"1362716","1362716","4","false","true",
"C","A","20240101","2024","52","2024","426","LSO","Lesotho","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","6","false","5","u","6","false","90","false","0","false",,"1180.057","1180.057","0","false","true",
"C","A","20240101","2024","52","2024","428","LVA","Latvia","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","5","u","166650","false",,"false","0","false",,"12565128.854","12565128.854","0","false","true",
"C","A","20240101","2024","52","2024","440","LTU","Lithuania","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2917987","false","5","u","2917987","false","344501.772","true","0","false",,"10385692","10385692","4","false","true",
"C","A","20240101","2024","52","2024","442","LUX","Luxembourg","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","43386.514","false","5","u","43386.514","false","95741.41","false","0","false",,"8943610.27","8943610.27","0","false","true",
"C","A","20240101","2024","52","2024","446","MAC","China, Macao SAR","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","5593.971","true","0","false",,"145506.544","145506.544","4","false","true",
"C","A","20240101","2024","52","2024","454","MWI","Malawi","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","9","false","5","u","9","false","120","false","0","false",,"1600.336","1600.336","0","false","true",
"C","A","20240101","2024","52","2024","458","MYS","Malaysia","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","502011525","false","5","u","502011525","false","18678830.768","true","0","false",,"1032978834.168","1032978834.168","4","false","true",
"C","A","20240101","2024","52","2024","470","MLT","Malta","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","11208","false","5","u","11208","false","13611","false","0","false",,"809501.522","809501.522","0","false","true",
"C","A","20240101","2024","52","2024","480","MUS","Mauritius","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","4808","false","5","u","4808","false","492.5","true","0","false",,"80853.803","80853.803","4","false","true",
"C","A","20240101","2024","52","2024","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","40051533","false","40051533","false","0","false",,"1453204313","1453204313","0","false","true",
"C","A","20240101","2024","52","2024","490","S19","Other Asia, nes","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","25119910.776","true","0","false",,"655330115.699","655330115.699","4","false","true",
"C","A","20240101","2024","52","2024","498","MDA","Rep. of Moldova","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","9386","false","5","u","9386","false","6600.116","true","0","false",,"228198","228198","4","false","true",
"C","A","20240101","2024","52","2024","499","MNE","Montenegro","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","526","false","5","u","526","false","537.76","false","0","false",,"14194.355","14194.355","0","false","true",
